dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
0.042885,tcp,-,FIN,60,62,3614,50036,2821.4993,662982.4,9183444.0,7,24,0.733931,0.705517,41.775715,42.46055,255,2123475536,2123761482,255,0.000936,0.000545,0.000391,60,807,0,0,1,1,0,0,0,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Generic,1
0.025338,udp,-,CON,4,4,568,312,276.2649,134501.55,73881.125,0,0,3.332333,7.947,4.697782,11.227441,0,0,0,0,0.0,0.0,0.0,142,78,0,0,1,1,0,0,0,0,Normal,0
1.235204,tcp,ftp,FIN,12,12,572,682,18.620405,3400.248,4054.391,3,4,107.58864,103.70982,5683.757,129.09201,255,703924001,803130495,255,0.176003,0.094395,0.081608,48,57,0,0,1,1,0,0,0,0,Normal,0
0.021112,tcp,-,FIN,16,18,1540,1644,1563.092,547176.94,588480.5,4,4,1.3864,1.214823,84.85889,2.420245,255,1820224967,1824406889,255,0.000577,0.000456,0.000121,96,91,0,0,4,1,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
0.395538,tcp,-,FIN,8,8,364,524,37.92303,6451.9717,9283.558,1,2,56.50543,52.836716,3768.4307,121.48346,255,1957176850,3818688815,255,0.070472,0.014653,0.055819,46,66,0,0,1,1,0,0,0,0,Backdoor,1
1.097674,tcp,ftp,FIN,12,12,698,682,20.953398,4664.4087,4562.3745,3,4,99.78854,89.77382,5159.087,118.43674,255,1330081674,2289375071,255,0.191949,0.110026,0.081923,58,57,0,0,1,1,0,0,0,0,Fuzzers,1
0.268409,tcp,http,FIN,10,8,852,990,63.336174,22860.633,25841.158,2,2,29.823221,37.046856,1515.45,59.82832,255,2752970288,2123803529,255,0.055333,0.008444,0.046889,85,124,0,0,2,1,0,0,0,0,Exploits,1
9e-06,il,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,DoS,1
1.523878,tcp,-,FIN,122,126,7810,15494,162.08647,40664.67,80699.375,30,32,12.696167,12.18668,796.2753,787.17645,255,272566816,2423107608,255,0.000684,0.00054,0.000144,64,123,0,0,1,1,0,0,0,0,Normal,0
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,14,0,0,0,0,Generic,1
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,20,0,0,0,0,Generic,1
1.290713,tcp,http,FIN,60,16,68187,698,58.10742,415590.47,4059.7717,27,1,21.236153,79.01373,2024.813,105.800804,255,1027693463,820970182,255,0.202216,0.105502,0.096714,1136,44,1,0,2,1,0,0,1,0,Fuzzers,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,15,0,0,0,0,Generic,1
2e-06,sctp,-,INT,2,0,152,0,500000.0,304000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,0,0,0,1,1,0,0,0,0,Exploits,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,16,0,0,0,0,Generic,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
25.819431,tcp,-,REQ,6,0,270,0,0.193653,69.714935,0.0,5,0,5163.8867,0.0,9501.71,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,2,2,0,0,0,0,Normal,0
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
0.712646,tcp,http,FIN,10,8,802,1206,23.854761,8105.006,11854.413,2,2,79.18289,92.50614,3994.9827,144.38309,255,3820710012,1810672672,255,0.132889,0.041436,0.091453,80,151,1,196,1,1,0,0,1,0,Normal,0
0.001074,udp,dns,CON,2,2,146,178,2793.296,543761.6,662942.25,0,0,0.011,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.824572,tcp,-,FIN,30,14,27602,764,52.148266,258868.83,6888.422,12,4,28.433517,56.873848,2066.2979,85.899734,255,1670900844,3533401382,255,0.124943,0.065668,0.059275,920,55,0,0,1,1,0,0,0,0,Normal,0
0.040132,tcp,-,FIN,66,68,3926,57474,3314.0635,770856.1,11288547.0,7,27,0.612615,0.609708,36.752205,36.67642,255,2121062519,2143378059,255,0.001202,0.000498,0.000704,59,845,0,0,1,1,0,0,0,0,Normal,0
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,19,0,0,0,0,Generic,1
0.537647,tcp,-,FIN,10,6,624,268,27.899345,8362.364,3333.042,2,1,49.13311,90.1604,2622.7417,126.03079,255,493125071,3809920126,255,0.145328,0.086842,0.058486,62,45,0,0,1,1,0,0,0,0,Normal,0
0.417129,tcp,http,FIN,10,8,844,354,40.75478,14575.826,5945.403,2,1,46.347668,51.315,3111.2668,112.07842,255,754756540,3598542029,255,0.111455,0.050452,0.061003,84,44,1,0,1,1,0,0,1,0,Reconnaissance,1
0.046434,udp,-,CON,4,4,568,312,150.7516,73394.49,40315.285,0,0,10.358333,14.995,14.638996,21.19411,0,0,0,0,0.0,0.0,0.0,142,78,0,0,1,1,0,0,0,0,Normal,0
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,10,0,0,0,0,Generic,1
2.382986,tcp,smtp,FIN,22,22,3753,1778,18.044586,12028.605,5700.411,8,8,113.475525,109.60481,5439.8877,146.19975,255,690244511,1005150581,255,0.225115,0.080634,0.144481,171,81,0,0,1,1,0,0,0,0,Exploits,1
0.102154,tcp,-,FIN,22,26,2054,2582,460.08966,153572.06,194451.52,6,6,4.847,4.06624,432.1073,397.67776,255,806449696,806675526,255,0.000635,0.000494,0.000141,93,99,0,0,1,1,0,0,0,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
0.012843,tcp,-,FIN,44,46,2766,24004,6929.845,1684341.8,14627735.0,7,16,0.291419,0.274711,16.666761,16.477072,255,2613037524,469726739,255,0.000602,0.000474,0.000128,63,522,0,0,1,1,0,0,0,0,Normal,0
3e-06,tcp,-,REQ,2,0,90,0,333333.3,119999990.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,Normal,0
0.00557,tcp,-,FIN,22,24,2054,2478,8078.9946,2816517.0,3411131.0,6,6,0.248762,0.213391,15.15578,12.626116,255,1890208908,4035899695,255,0.0008,0.000654,0.000146,93,103,0,0,1,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.684,0.0,10.954514,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
0.012918,tcp,-,FIN,40,42,2558,23162,6270.3203,1545130.8,14002787.0,7,14,0.330553,0.30965,0.0,17.635405,255,2234754000,100655387,255,0.000665,0.000529,0.000136,64,551,0,0,1,1,0,0,0,0,Normal,0
1.183549,tcp,smtp,FIN,118,34,132730,2424,127.582375,889568.56,15904.706,56,8,10.106333,35.547424,906.29614,40.781834,255,3760407609,721282132,255,0.061207,0.010474,0.050733,1125,71,0,0,1,1,0,0,0,0,Exploits,1
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.82,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
0.00176,udp,-,CON,4,4,528,304,3977.2727,1800000.0,1036363.6,0,0,0.451333,0.231,0.630503,0.321739,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
0.628784,tcp,http,FIN,10,8,802,1080,27.03631,9185.984,12023.207,2,2,69.86489,71.55943,3581.0044,124.40693,255,1996146929,3726786824,255,0.254779,0.127152,0.127627,80,135,1,137,2,1,0,0,1,0,Normal,0
0.365319,tcp,-,FIN,28,30,4480,3080,156.02802,94602.25,65214.234,7,7,13.51863,12.578793,733.86884,18.403927,255,2882691597,2885693617,255,0.000656,0.000531,0.000125,160,103,0,0,1,1,0,0,0,0,Normal,0
0.001805,udp,-,CON,4,4,528,304,3878.1162,1755124.6,1010526.3,0,0,0.451333,0.240667,0.632625,0.331164,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
0.92591,tcp,-,FIN,12,8,976,766,20.520353,7732.933,5797.5396,3,2,84.09164,117.81543,4270.3022,170.23853,255,1862445492,2448339617,255,0.186468,0.101195,0.085273,81,96,0,0,2,1,0,0,0,0,Fuzzers,1
7e-06,udp,-,INT,2,0,78,0,142857.14,44571428.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,2,1,0,0,0,0,Fuzzers,1
0.21483,tcp,-,FIN,46,48,2854,30622,432.90045,103970.586,1116603.9,7,17,4.7658,4.55817,293.71857,286.64056,255,2031201660,4260793461,255,0.000759,0.000592,0.000167,62,638,0,0,1,1,0,0,0,0,Normal,0
1.014464,tcp,http,FIN,14,18,1684,10168,30.558008,12333.606,75736.55,3,5,78.00869,59.645996,8787.086,7698.9976,255,2361939470,218097445,255,0.000602,0.000479,0.000123,120,565,1,3924,1,1,0,0,1,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
1.32495,tcp,http,FIN,46,12,51099,526,43.020493,301831.78,2916.3364,20,1,28.978355,114.09863,3014.5415,205.23572,255,1645907781,2395479851,255,0.153018,0.069856,0.083162,1111,44,1,0,1,1,0,0,4,0,Fuzzers,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
7.768967,ospf,-,REQ,20,0,5440,0,2.445628,5321.6855,0.0,0,0,465.27707,0.0,492.9878,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,1,0,0,0,0,Exploits,1
3e-06,ttp,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
5e-06,ipv6-opts,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Backdoor,1
0.814629,tcp,-,FIN,10,6,534,268,18.41329,4723.6226,2199.7744,2,1,87.261,145.6588,4422.5815,225.41905,255,1226123243,4179870702,255,0.193835,0.086334,0.107501,53,45,0,0,1,1,0,0,0,0,Normal,0
1.466126,tcp,-,FIN,10,8,536,354,11.595184,2635.517,1691.5327,2,1,183.153,198.63957,263.86874,304.7898,255,2426400440,3053016860,255,0.158207,0.075649,0.082558,54,44,0,0,2,2,0,0,0,0,Normal,0
4e-06,qnx,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Reconnaissance,1
0.865493,tcp,http,FIN,10,8,800,1080,19.641985,6655.1665,8734.906,2,2,96.057335,100.17457,4919.442,183.10246,255,1905659195,3748053121,255,0.24205,0.164266,0.077784,80,135,1,138,1,1,0,0,1,0,Normal,0
0.001048,udp,dns,CON,2,2,146,178,2862.5955,557251.94,679389.4,0,0,0.005,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,41,25,0,0,0,0,Generic,1
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
6e-06,udp,dns,INT,2,0,114,0,166666.66,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
1.136556,tcp,http,FIN,10,8,846,1188,14.957468,5363.572,7320.361,2,2,126.168335,148.66614,6792.1084,278.852,255,2547884560,778226039,255,0.175222,0.095884,0.079338,85,149,1,173,1,1,0,0,1,0,Normal,0
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
0.207909,tcp,-,FIN,10,6,516,268,72.14695,17892.443,8619.155,2,1,21.705444,40.0098,1302.5336,65.70199,255,911126064,516755699,255,0.01478,0.007851,0.006929,52,45,0,0,1,1,0,0,0,0,DoS,1
6e-06,il,-,INT,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Reconnaissance,1
0.845848,tcp,-,FIN,10,14,550,9374,27.191647,4681.692,82331.58,2,5,93.98311,59.419846,4715.854,4683.012,255,914683705,3294223289,255,0.17139,0.072718,0.098672,55,670,0,0,1,1,0,0,0,0,Exploits,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,18,0,0,0,0,Generic,1
1.11111,tcp,-,FIN,12,8,986,730,17.100018,6508.8066,4600.8047,3,2,101.009995,145.96214,5344.8154,202.40848,255,2414559174,65321958,255,0.192641,0.088617,0.104024,82,91,0,0,1,1,0,0,0,0,Normal,0
3e-06,larp,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,DoS,1
1.057336,tcp,-,FIN,10,8,2062,354,16.078144,14042.84,2345.5176,2,1,115.21445,135.71442,7866.6904,183.56987,255,3341505861,3561624955,255,0.142028,0.107327,0.034701,206,44,0,0,1,1,0,0,0,0,Normal,0
7e-06,rsvp,-,INT,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
0.627602,tcp,-,FIN,16,10,986,556,39.834164,11790.912,6386.213,5,3,40.369934,63.643223,2042.9141,80.07412,255,3866830007,2558452243,255,0.077846,0.054805,0.023041,62,56,0,0,2,2,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
0.001047,udp,dns,CON,2,2,146,178,2865.3293,557784.1,680038.2,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,1,0,0,0,0,Normal,0
1.175941,tcp,http,FIN,12,18,1580,10168,24.6611,9857.638,65336.613,3,5,106.87237,69.14206,10478.881,8438.538,255,3150531533,3151577503,255,0.000647,0.000522,0.000125,132,565,1,3924,1,1,0,0,1,0,Normal,0
0.216813,tcp,http,FIN,10,6,722,268,69.184044,23983.803,8265.1875,2,1,24.090334,34.987396,1221.0979,64.6993,255,2112417493,3375681166,255,0.08131,0.027736,0.053574,72,45,1,0,1,1,0,0,1,0,Exploits,1
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
0.898601,tcp,-,FIN,10,8,564,354,18.918297,4522.5854,2759.8457,2,1,87.78633,119.94729,6537.1763,149.92085,255,3622497298,2670899739,255,0.115193,0.058965,0.056228,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,5,0,0,0,0,Generic,1
0.982131,tcp,-,FIN,14,12,928,678,25.454853,7021.467,5066.5337,4,4,75.54854,83.639366,3683.5042,107.58338,255,4037302775,3274797120,255,0.113527,0.061425,0.052102,66,57,0,0,1,1,0,0,0,0,Normal,0
0.048634,tcp,-,FIN,72,74,4238,63516,2981.4534,687584.8,10306863.0,7,30,0.680521,0.657329,39.692734,36.281544,255,4051128286,1901881115,255,0.000769,0.000639,0.00013,59,858,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
0.325398,tcp,-,FIN,22,24,1920,4312,138.29219,45064.812,101610.95,6,6,15.478571,14.121044,1058.8971,1016.8821,255,923083589,923401657,255,0.00072,0.000582,0.000138,87,180,0,0,1,1,0,0,0,0,Normal,0
0.004697,tcp,-,FIN,18,18,3936,2456,7451.5645,6332552.5,3951458.2,7,7,0.258353,0.245176,12.8629,0.322978,255,2105407870,4254538198,255,0.000651,0.000525,0.000126,219,136,0,0,1,1,0,0,0,0,Normal,0
0.005593,tcp,-,FIN,22,24,2054,2478,8045.7715,2804934.8,3397103.5,6,6,0.26005,0.219348,15.702181,13.543611,255,2294418698,149313161,255,0.000655,0.000539,0.000116,93,103,0,0,2,1,0,0,0,0,Normal,0
1.378148,tcp,-,FIN,14,12,2078,678,18.140287,11203.441,3610.6428,4,4,106.00292,121.84227,5196.8667,178.91112,255,2581352274,4277876806,255,0.121127,0.037877,0.08325,148,57,0,0,1,1,0,0,0,0,Normal,0
0.001064,udp,dns,CON,2,2,146,178,2819.549,548872.2,669172.94,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.614753,tcp,-,FIN,34,12,28492,642,73.20013,359871.34,7664.8667,14,3,18.307455,53.90745,1387.6558,69.84591,255,2290249963,1208906030,255,0.048505,0.021767,0.026738,838,54,0,0,2,1,0,0,0,0,Fuzzers,1
0.979824,tcp,-,FIN,12,8,984,758,19.391237,7364.588,5421.382,3,2,82.198814,126.22571,4295.078,148.08862,255,2791480920,3081341790,255,0.155925,0.096237,0.059688,82,95,0,0,1,1,0,0,0,0,Fuzzers,1
1.122093,tcp,-,FIN,10,8,564,354,15.15026,3621.8032,2210.1555,2,1,117.868,145.10558,7779.263,194.7223,255,2105969040,2665468487,255,0.175851,0.106351,0.0695,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
32.124893,tcp,-,FIN,20,14,1068,622,1.027241,252.76349,143.93822,6,1,1689.4109,2466.1545,223496.28,8216.561,255,3776942177,4209228280,255,0.148416,0.064874,0.083542,53,44,0,0,3,2,0,0,0,0,Fuzzers,1
0.245982,tcp,-,FIN,24,26,3984,2872,199.20157,124171.69,89827.71,7,7,10.680956,9.8182,662.8301,17.40897,255,281269413,284533844,255,0.000655,0.000523,0.000132,166,110,0,0,1,1,0,0,0,0,Normal,0
6.20447,tcp,-,REQ,4,0,180,0,0.483522,174.06804,0.0,3,0,2068.1567,0.0,2924.8066,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,2,2,0,0,0,0,Normal,0
0.909309,tcp,-,FIN,10,6,2356,268,16.496042,18660.322,1970.7272,2,1,86.64222,167.6132,4589.5903,243.27217,255,3748067542,2920772631,255,0.219267,0.071238,0.148029,236,45,0,0,1,1,0,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
1e-06,udp,-,INT,2,0,104,0,1000000.0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,1,0,0,0,0,Fuzzers,1
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.68,0.0,10.954514,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
0.188974,tcp,http,FIN,10,8,808,3202,89.95947,30819.055,118619.5,2,2,20.99711,25.168428,1091.1315,54.54145,255,1243257568,1293500676,255,0.054492,0.008645,0.045847,81,400,1,1190,1,1,0,0,1,0,Exploits,1
9e-06,narp,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
8.944998,tcp,-,FIN,10,8,574,354,1.900504,462.38135,277.24994,2,1,993.8887,1260.6548,64669.156,2004.9546,255,4012150221,473100815,255,0.213819,0.120103,0.093716,57,44,0,0,1,1,0,0,0,0,Normal,0
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,2,2,0,0,0,0,Generic,1
8.669847,ospf,-,INT,40,0,10880,0,4.49835,9788.408,0.0,0,0,222.30377,0.0,256.20764,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,1,0,0,0,0,Exploits,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Exploits,1
0.001063,udp,dns,CON,2,2,146,178,2822.2014,549388.56,669802.5,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
0.004354,udp,-,CON,4,4,568,312,1607.717,782728.5,429949.47,0,0,1.146,0.979333,1.610791,1.376501,0,0,0,0,0.0,0.0,0.0,142,78,0,0,1,1,0,0,0,0,Normal,0
0.857489,tcp,-,CON,6,2,978,86,8.16337,7603.596,401.17133,2,1,171.4978,0.002,9401.431,0.0,255,1951789409,3421426288,255,0.235785,0.131258,0.104527,163,43,0,0,1,1,0,0,0,0,Normal,0
1.711953,tcp,-,FIN,58,14,68099,612,41.4731,312742.22,2658.9514,26,1,28.80258,123.821075,2792.8772,165.46394,255,2361959030,855691935,255,0.167255,0.102278,0.064977,1174,44,1,0,1,1,0,0,1,0,Normal,0
0.004835,tcp,ftp-data,FIN,6,8,320,2002,2688.728,441778.72,2898862.5,1,2,0.9,0.61,54.090168,1.172256,255,547319424,551852290,255,0.000729,0.000561,0.000168,53,250,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,-,REQ,2,0,2182,0,111111.11,969777700.0,0.0,0,0,35028.203,0.0,35028.195,0.0,0,0,0,0,0.0,0.0,0.0,1091,0,0,0,1,1,0,0,0,0,Fuzzers,1
0.001688,udp,-,CON,4,4,520,304,4146.9194,1848341.1,1080568.8,0,0,0.444,0.199,0.62084,0.275071,0,0,0,0,0.0,0.0,0.0,130,76,0,0,1,1,0,0,0,0,Normal,0
3.5e-05,udp,dns,INT,2,0,114,0,28571.428,13028571.0,0.0,0,0,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,4,0,0,0,0,Generic,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
4e-06,unas,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Fuzzers,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
1.16401,tcp,-,FIN,10,8,2550,354,14.604685,15773.06,2130.566,2,1,129.33444,156.47342,7830.1396,241.567,255,209079349,3899693763,255,0.165954,0.067991,0.097963,255,44,0,0,1,1,0,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,2130,0,333333.3,2840000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1065,0,0,0,1,1,0,0,0,0,Fuzzers,1
1.129866,tcp,-,FIN,10,8,564,354,15.046032,3596.8867,2194.9504,2,1,121.978775,159.64572,8411.164,233.12851,255,1409697564,406897943,255,0.047858,0.012337,0.035521,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
0.665673,tcp,-,FIN,10,8,534,354,25.538063,5780.6157,3725.5527,2,1,70.56478,81.06314,4265.511,132.24046,255,214395894,2051547353,255,0.178052,0.098226,0.079826,53,44,0,0,1,1,0,0,0,0,Fuzzers,1
7e-06,udp,dns,INT,2,0,114,0,142857.14,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
1.1e-05,3pc,-,INT,2,0,200,0,83333.33,66666664.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Exploits,1
