L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
44157,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,52588,1,0,0,1,dos
58518,80,6,7.0,164,3,112,2,19,18,19,4294936,31,31,64,64,60,52,52,60,164.0,112.0,0,0,0,0,40000,24000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,injection
59788,8080,6,131.7,587,5,784,4,31,30,27,0,0,0,64,64,620,52,52,620,587.0,784.0,0,0,0,0,4696000,6272000,7,0,1,1,0,29200,28960,0,0,0,0,0,0,0,Benign
43958,80,6,7.0,686,5,751,5,27,27,27,0,0,0,64,64,535,52,52,535,686.0,751.0,0,0,0,0,5488000,6008000,8,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
31356,100,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
54024,80,6,7.0,658,6,538,4,27,27,27,0,0,0,64,64,390,52,52,390,658.0,538.0,0,0,0,0,5264000,4304000,8,0,2,0,0,29200,5792,0,0,0,0,0,0,1,xss
9816,23971,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
55591,31696,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
340,48436,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,scanning
45393,53,17,0.0,118,2,268,2,0,0,0,0,0,0,64,64,134,59,59,134,118.0,268.0,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,15369,1,7379,0,0,Benign
61068,113,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
58286,80,6,7.0,3177,13,2042,7,27,27,27,4294156,811,811,64,64,1500,52,52,1500,3177.0,2042.0,469,1,0,0,24000,16000,15,0,1,2,2,29200,28960,54528,213,0,0,0,0,1,xss
36006,443,6,91.0,216,4,164,3,19,18,19,4294514,453,453,64,64,60,52,52,60,16452.0,11252.0,0,0,0,0,16000,8000,7,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
44464,9009,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
51982,23,6,77.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,Benign
41120,443,6,91.0,164,3,112,2,19,18,19,4294905,62,62,64,64,60,52,52,60,164.0,112.0,0,0,0,0,16000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
50360,80,6,7.0,1183,16,2953,14,27,27,27,4294519,448,448,64,64,1500,40,40,1500,481702.0,2142811.0,0,0,0,0,40000,112000,25,0,4,0,1,29200,65535,0,0,0,0,0,0,1,password
45450,912,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
4848,53996,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,scanning
54616,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,24527,28,0,0,1,xss
2136,53,17,5.212,88,1,151,1,0,0,0,0,0,0,0,0,151,88,88,151,88.0,151.0,0,0,0,0,704000,1208000,1,1,0,0,0,0,0,0,0,59414,1,3600,0,0,Benign
34870,80,6,7.0,346,6,2261,6,27,27,27,0,0,0,64,64,1500,40,40,1500,346.0,2261.0,0,0,0,0,2768000,18088000,10,0,0,1,1,29200,65535,0,0,0,0,0,0,1,password
40362,80,6,7.0,6051,9,2577,5,27,27,27,4294951,16,16,64,64,1500,52,52,1500,6051.0,2577.0,0,0,0,0,2840000,1208000,8,0,0,1,5,29200,28960,0,0,0,0,0,0,1,xss
38262,3253,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
53998,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,7566,1,0,0,1,dos
57197,29343,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
41671,63012,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
53526,80,6,7.0,2077,7,590,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2077.0,590.0,0,0,0,0,16616000,4720000,9,0,2,0,1,29200,5792,0,0,0,0,0,0,1,xss
58654,80,6,7.0,566,6,733,4,27,27,27,0,0,0,64,64,601,40,40,601,566.0,733.0,0,0,0,0,4528000,5864000,8,0,1,1,0,29200,65535,0,0,0,0,0,0,1,xss
46768,12000,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
37798,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,3523,28,0,0,1,xss
45224,80,6,7.0,498,5,696,4,27,27,27,0,0,0,64,64,564,40,40,564,498.0,696.0,0,0,0,0,3984000,5568000,7,0,1,1,0,29200,65535,0,0,0,0,0,0,1,injection
44108,80,6,7.0,7333,10,172,4,27,27,19,0,0,0,64,64,1500,40,40,1500,7333.0,172.0,0,0,0,0,58664000,1376000,9,0,0,0,5,29200,65535,0,0,0,0,0,0,1,password
53621,14936,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
34896,5800,6,89.7,544,5,302,3,31,30,27,0,0,0,64,64,364,40,40,364,544.0,302.0,0,0,0,0,4352000,2416000,6,1,1,0,0,29200,65535,0,0,0,0,0,0,0,Benign
56764,80,6,7.0,216,4,180,3,18,18,18,4294952,15,15,64,64,60,52,52,60,216.0,180.0,0,0,0,0,104000,88000,7,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
33396,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,6686,28,0,0,1,xss
23062,43460,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
51508,80,6,7.0,666,6,1494,5,27,27,27,0,0,0,64,64,923,40,40,923,666.0,1494.0,0,0,0,0,5328000,11952000,8,0,2,1,0,29200,65535,0,0,0,0,0,0,1,xss
56190,80,6,7.178,669,5,334,5,27,27,27,0,0,0,64,64,453,52,52,453,669.0,334.0,0,0,0,0,5352000,2672000,9,0,1,0,0,29200,26847,0,0,0,0,0,0,1,xss
40092,443,6,91.0,276,5,172,3,19,18,19,4294577,390,390,64,64,60,52,52,60,276.0,172.0,0,0,0,0,0,0,8,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
41058,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,58688,1,0,0,1,dos
39616,80,6,7.178,1246,5,334,5,27,27,27,4294963,4,0,64,64,1030,52,52,1030,1246.0,334.0,0,0,0,0,1992000,2672000,9,0,0,0,1,29200,26847,0,0,0,0,0,0,1,xss
52395,5900,6,89.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
443,45275,6,91.0,112,2,164,3,19,19,18,4294623,344,344,64,64,60,52,52,60,112.0,164.0,0,0,0,0,0,0,5,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
20843,20525,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
19596,16519,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
41970,21,6,1.0,60,1,40,1,22,2,20,0,0,0,0,0,60,40,40,60,60.0,40.0,0,0,0,0,480000,320000,2,0,0,0,0,29200,0,0,0,0,0,0,0,1,password
41221,7938,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
60692,80,6,7.0,487,6,3337,7,27,27,27,0,0,0,64,64,1500,52,52,1500,487.0,3337.0,0,0,0,0,3896000,26696000,10,1,0,0,2,29200,28960,0,0,0,0,0,0,1,password
39084,443,6,0.0,990,10,5120,17,27,26,27,4294592,375,250,64,64,1406,52,52,1406,826164.0,39841136.0,0,0,2961,9,6608000,168000,13,3,10,0,1,29200,28960,0,0,0,0,0,0,1,ddos
36915,53,17,5.178,93,1,177,1,0,0,0,0,0,0,0,0,177,93,93,177,93.0,177.0,0,0,0,0,744000,1416000,1,1,0,0,0,0,0,0,0,25438,1,150,0,0,Benign
49776,80,6,7.0,649,6,1494,5,27,27,27,0,0,0,64,64,923,40,40,923,649.0,1494.0,0,0,0,0,5192000,11952000,8,0,2,1,0,29200,65535,0,0,0,0,0,0,1,xss
57870,80,6,7.0,653,6,1494,5,27,27,27,0,0,0,64,64,923,40,40,923,653.0,1494.0,0,0,0,0,5224000,11952000,8,0,2,1,0,29200,65535,0,0,0,0,0,0,1,xss
200,200,6,0.0,8000,200,0,0,2,2,0,0,0,0,234,234,40,40,0,40,8000.0,0.0,0,0,0,0,64000000,0,200,0,0,0,0,1641,0,0,0,0,0,0,0,1,dos
57926,80,6,7.0,2428,7,3541,6,27,27,27,4294962,5,5,64,64,1500,40,40,1500,2428.0,3541.0,0,0,0,0,3232000,4720000,8,0,1,1,3,29200,65535,0,0,0,0,0,0,1,xss
58370,443,6,91.0,768,14,508,9,19,18,19,4294608,359,359,64,64,60,52,52,60,768.0,508.0,0,0,0,0,16000,8000,23,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
48210,443,6,0.0,1018,9,3785,15,27,26,27,4294561,375,406,64,64,1406,52,52,1406,1018.0,3785.0,0,0,3561,11,16000,72000,12,10,1,0,1,29200,28960,0,0,0,0,0,0,1,ddos
42484,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,3756,1,2779,0,1,xss
55791,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,43420,1,239,0,1,xss
54921,3293,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
443,46100,6,91.0,276,5,380,7,19,19,18,4294666,301,301,64,64,60,52,52,60,164112.0,216164.0,0,0,0,0,416000,8000,12,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
41880,80,6,7.0,2938,7,1508,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2938.0,1508.0,0,0,0,0,23504000,12064000,8,0,0,0,3,29200,28960,0,0,0,0,0,0,1,xss
80,49322,6,7.0,275,2,156,3,25,25,17,0,0,0,64,64,223,52,52,223,275.0,156.0,0,0,0,0,2200000,1248000,4,1,0,0,0,235,237,0,0,0,0,0,0,0,Benign
51104,8222,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
48894,443,6,0.0,1070,10,3732,18,27,26,27,4294592,375,375,64,64,1406,52,52,1406,1070.0,3732.0,0,0,1665,9,16000,72000,14,12,1,0,1,29200,28960,0,0,0,0,0,0,1,ddos
36103,9917,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
443,55080,6,91.0,112,2,112,2,19,19,18,4294842,125,0,64,64,60,52,52,60,112.0,112.0,0,0,0,0,0,896000,4,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
49738,80,6,7.0,423,5,921,5,27,27,27,0,0,0,64,64,705,52,52,705,423.0,921.0,0,0,0,0,3384000,7368000,8,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
34578,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,17561,1,0,0,1,dos
1378,9512,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
53121,23951,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
57629,60020,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
17221,2999,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
57358,143,6,4.0,164,3,244,2,26,18,26,0,0,0,64,64,184,52,52,184,164.0,244.0,0,0,0,0,1312000,1952000,4,1,0,0,0,29200,28960,0,0,0,0,0,0,0,Benign
36444,80,6,7.0,60,1,40,1,22,2,20,0,0,0,0,0,60,40,40,60,60.0,40.0,0,0,0,0,480000,320000,2,0,0,0,0,29200,0,0,0,0,0,0,0,1,password
17805,41755,6,0.0,48,1,80,2,22,2,20,0,0,0,0,0,48,40,40,48,48.0,80.0,0,0,0,0,384000,640000,3,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
35409,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,34017,1,506,0,1,xss
35610,443,6,91.0,440,8,284,5,19,18,19,4294686,281,281,64,64,60,52,52,60,440.0,284.0,0,0,0,0,8000,8000,13,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
44764,80,6,7.0,276,5,180,3,18,18,18,0,0,0,64,64,60,52,52,60,276.0,180.0,0,0,0,0,2208000,1440000,8,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
50814,80,6,7.0,1049,12,1358,10,27,27,27,4294482,485,485,64,64,507,40,40,507,1049.0,1358.0,0,0,507,1,16000,16000,18,0,4,0,0,29200,65535,0,0,0,0,0,0,1,injection
54778,80,6,7.0,1572,18,1997,14,27,27,27,4294498,469,469,64,64,507,40,40,507,1572.0,1997.0,0,0,0,0,24000,32000,26,0,6,0,0,29200,65535,0,0,0,0,0,0,1,password
53821,15002,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
41328,80,6,7.0,630,5,716,3,30,30,26,0,0,0,64,64,604,52,52,604,630.0,716.0,0,0,0,0,5040000,5728000,6,0,1,1,0,29200,28960,0,0,0,0,0,0,1,injection
40244,5718,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
35596,80,6,7.0,522,6,679,5,27,27,27,0,0,0,64,64,507,40,40,507,522.0,679.0,0,0,0,0,4176000,5432000,9,0,2,0,0,29200,65535,0,0,0,0,0,0,1,password
51906,80,6,7.0,906,10,2769,10,27,27,27,4294795,172,172,64,64,1500,40,40,1500,906.0,2769.0,305,1,0,0,40000,128000,15,0,4,0,1,29200,65535,12544,49,0,0,0,0,1,password
443,55508,6,91.0,164,3,164,3,19,19,18,4294405,562,531,64,64,60,52,52,60,11252.0,164.0,0,0,0,0,0,0,6,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
54683,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,24415,1,1441,0,1,injection
34465,9418,6,226.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
53432,80,6,7.0,2314,7,1299,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2314.0,1299.0,0,0,0,0,18512000,10392000,8,0,0,1,2,29200,28960,0,0,0,0,0,0,1,xss
50150,80,6,7.0,112,2,120,2,18,18,18,0,0,0,64,64,60,52,52,60,112.0,120.0,0,0,0,0,896000,960000,4,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
34965,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,52494,1,39,0,1,xss
80,33196,6,7.0,2239,6,513,4,27,27,25,0,0,0,64,64,1500,52,52,1500,2239.0,513.0,0,0,0,0,17912000,4104000,7,0,1,1,1,28960,259,0,0,0,0,0,0,0,Benign
57124,2500,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
54297,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,32721,1,47,0,1,xss
64025,1044,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
43634,80,6,7.0,591,6,3812,7,27,27,27,0,0,0,64,64,1500,52,52,1500,591.0,3812.0,0,0,0,0,4728000,30496000,9,0,1,1,2,29200,28960,0,0,0,0,0,0,1,injection
38225,42919,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
36373,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,16743,1,0,0,1,dos
63892,1500,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
41172,80,6,7.0,164,3,112,2,19,18,19,0,0,0,64,64,60,52,52,60,164.0,112.0,0,0,0,0,1312000,896000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
45276,80,6,7.0,3602,8,1900,6,27,27,27,0,0,0,64,64,1500,52,52,1500,3602.0,1900.0,0,0,0,0,28816000,15200000,9,1,1,0,3,29200,26847,0,0,0,0,0,0,1,xss
46460,80,6,7.0,473,6,679,4,27,27,27,0,0,0,64,64,515,52,52,515,473.0,679.0,0,0,0,0,3784000,5432000,8,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
53960,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,44535,1,1547,0,1,mitm
60506,80,6,7.0,517,6,323,4,27,27,27,0,0,0,64,64,249,52,52,249,517.0,323.0,0,0,0,0,4136000,2584000,8,2,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
62845,9002,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
40000,443,6,0.0,874,7,4171,15,26,26,26,4294936,0,31,64,64,1406,52,52,1406,874.0,3673498.0,0,0,2241,9,6992000,15688000,8,12,1,0,1,29200,28960,0,0,0,0,0,0,1,ddos
31993,34111,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
45838,80,6,7.0,712,6,739,4,27,27,27,0,0,0,64,64,575,52,52,575,712.0,739.0,0,0,0,0,5696000,5912000,8,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
35386,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,3046,12,0,0,0,Benign
33958,443,6,91.0,164,3,60,1,18,18,18,4294889,78,0,64,64,60,52,52,60,164.0,60.0,0,0,0,0,16000,480000,4,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
36964,15660,6,0.0,44,1,40,1,22,2,20,4294951,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,1,scanning
57504,80,6,7.0,499,6,3389,8,27,27,27,0,0,0,64,64,1500,52,52,1500,499.0,3389.0,0,0,0,0,3992000,27112000,11,1,0,0,2,29200,28960,0,0,0,0,0,0,1,password
42799,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,5420,1,1,0,1,xss
50122,20221,6,0.0,44,1,40,1,22,2,20,4294889,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,1,scanning
52371,24390,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
42319,2557,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
59525,53890,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
7406,49201,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
45438,80,6,7.0,224,4,120,2,18,18,18,4294951,16,16,64,64,60,52,52,60,224.0,120.0,0,0,0,0,104000,56000,6,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
40530,80,6,7.0,441,5,323,4,27,27,27,0,0,0,64,64,225,52,52,225,441.0,323.0,0,0,0,0,3528000,2584000,7,2,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
35805,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,24521,28,0,0,1,xss
53376,80,6,7.0,2815,7,590,5,27,27,27,4294965,2,2,64,64,1500,52,52,1500,2815.0,590.0,0,0,0,0,7504000,1568000,9,0,1,0,2,29200,5792,0,0,0,0,0,0,1,xss
40798,7778,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
45870,80,6,7.0,415,5,919,5,27,27,27,0,0,0,64,64,703,52,52,703,415.0,919.0,0,0,0,0,3320000,7352000,8,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
41948,80,6,7.0,216,4,112,2,19,19,19,0,0,0,64,64,60,52,52,60,216.0,112.0,0,0,0,0,1728000,896000,6,0,0,0,0,29200,5792,0,0,0,0,0,0,1,injection
52983,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,46152,1,41,0,1,xss
57665,7210,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
55143,19626,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
50064,1233,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
58870,443,6,91.0,276,5,172,3,19,18,19,4294514,453,453,64,64,60,52,52,60,164112.0,11260.0,0,0,0,0,24000,8000,8,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
34332,80,6,7.0,2461,7,1484,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2461.0,1484.0,0,0,0,0,19688000,11872000,9,0,0,1,2,29200,26847,0,0,0,0,0,0,1,xss
